tick,radius,value
1,70,0.0
2,0,0.140625
2,1,0.078125
2,2,0.018229166666666668
2,3,0.0009765625
2,4,0.0
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.0
2,12,0.0
2,13,0.0
2,14,0.0
2,15,0.0
2,16,0.0
2,17,0.0
2,18,0.0
2,19,0.0
2,20,0.0
2,21,0.0
2,22,0.0
2,23,0.0
2,24,0.0
2,25,0.0
2,26,0.0
2,27,0.0
2,28,0.0
2,29,0.0
2,30,0.0
2,31,0.0
2,32,0.0
2,33,0.0
2,34,0.0
2,35,0.0
2,36,0.0
2,37,0.0
2,38,0.0
2,39,0.0
2,40,0.0
2,41,0.0
2,42,0.0
2,43,0.0
2,44,0.0
2,45,0.0
2,46,0.0
2,47,0.0
2,48,0.0
2,49,0.0
2,50,0.0
2,51,0.0
2,52,0.0
2,53,0.0
2,54,0.0
2,55,0.0
2,56,0.0
2,57,0.0
2,58,0.0
2,59,0.0
2,60,0.0
2,61,0.0
2,62,0.0
2,63,0.0
2,64,0.0
2,65,0.0
2,66,0.0
2,67,0.0
2,68,0.0
2,69,0.0
2,70,0.0
3,0,0.09765625
3,1,0.0640869140625
3,2,0.0244140625
3,3,0.0052490234375
3,4,0.000396728515625
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.0
3,12,0.0
3,13,0.0
3,14,0.0
3,15,0.0
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0
3,20,0.0
3,21,0.0
3,22,0.0
3,23,0.0
3,24,0.0
3,25,0.0
3,26,0.0
3,27,0.0
3,28,0.0
3,29,0.0
3,30,0.0
3,31,0.0
3,32,0.0
3,33,0.0
3,34,0.0
3,35,0.0
3,36,0.0
3,37,0.0
3,38,0.0
3,39,0.0
3,40,0.0
3,41,0.0
3,42,0.0
3,43,0.0
3,44,0.0
3,45,0.0
3,46,0.0
3,47,0.0
3,48,0.0
3,49,0.0
3,50,0.0
3,51,0.0
3,52,0.0
3,53,0.0
3,54,0.0
3,55,0.0
3,56,0.0
3,57,0.0
3,58,0.0
3,59,0.0
3,60,0.0
3,61,0.0
3,62,0.0
3,63,0.0
3,64,0.0
3,65,0.0
3,66,0.0
3,67,0.0
3,68,0.0
3,69,0.0
3,70,0.0
4,0,0.07476806640625
4,1,0.0538330078125
4,2,0.025919596354166668
4,3,0.008544921875
4,4,0.001430511474609375
4,5,3.487723214285714e-05
4,6,1.52587890625e-06
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.0
4,12,0.0
4,13,0.0
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.0
4,18,0.0
4,19,0.0
4,20,0.0
4,21,0.0
4,22,0.0
4,23,0.0
4,24,0.0
4,25,0.0
4,26,0.0
4,27,0.0
4,28,0.0
4,29,0.0
4,30,0.0
4,31,0.0
4,32,0.0
4,33,0.0
4,34,0.0
4,35,0.0
4,36,0.0
4,37,0.0
4,38,0.0
4,39,0.0
4,40,0.0
4,41,0.0
4,42,0.0
4,43,0.0
4,44,0.0
4,45,0.0
4,46,0.0
4,47,0.0
4,48,0.0
4,49,0.0
4,50,0.0
4,51,0.0
4,52,0.0
4,53,0.0
4,54,0.0
4,55,0.0
4,56,0.0
4,57,0.0
4,58,0.0
4,59,0.0
4,60,0.0
4,61,0.0
4,62,0.0
4,63,0.0
4,64,0.0
4,65,0.0
4,66,0.0
4,67,0.0
4,68,0.0
4,69,0.0
4,70,0.0
5,0,0.0605621337890625
5,1,0.04626274108886719
5,2,0.025634765625
5,3,0.01064300537109375
5,4,0.0026160478591918945
5,5,0.0002468654087611607
5,6,2.002716064453125e-05
5,7,9.5367431640625e-08
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.0
5,13,0.0
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.0
5,20,0.0
5,21,0.0
5,22,0.0
5,23,0.0
5,24,0.0
5,25,0.0
5,26,0.0
5,27,0.0
5,28,0.0
5,29,0.0
5,30,0.0
5,31,0.0
5,32,0.0
5,33,0.0
5,34,0.0
5,35,0.0
5,36,0.0
5,37,0.0
5,38,0.0
5,39,0.0
5,40,0.0
5,41,0.0
5,42,0.0
5,43,0.0
5,44,0.0
5,45,0.0
5,46,0.0
5,47,0.0
5,48,0.0
5,49,0.0
5,50,0.0
5,51,0.0
5,52,0.0
5,53,0.0
5,54,0.0
5,55,0.0
5,56,0.0
5,57,0.0
5,58,0.0
5,59,0.0
5,60,0.0
5,61,0.0
5,62,0.0
5,63,0.0
5,64,0.0
5,65,0.0
5,66,0.0
5,67,0.0
5,68,0.0
5,69,0.0
5,70,0.0
6,0,0.050889015197753906
6,1,0.040503501892089844
6,2,0.02466559410095215
6,3,0.011873021721839905
6,4,0.0037034451961517334
6,5,0.0006046976361955915
6,6,8.772611618041992e-05
6,7,4.267692565917968e-06
6,8,1.241763432820638e-07
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
6,20,0.0
6,21,0.0
6,22,0.0
6,23,0.0
6,24,0.0
6,25,0.0
6,26,0.0
6,27,0.0
6,28,0.0
6,29,0.0
6,30,0.0
6,31,0.0
6,32,0.0
6,33,0.0
6,34,0.0
6,35,0.0
6,36,0.0
6,37,0.0
6,38,0.0
6,39,0.0
6,40,0.0
6,41,0.0
6,42,0.0
6,43,0.0
6,44,0.0
6,45,0.0
6,46,0.0
6,47,0.0
6,48,0.0
6,49,0.0
6,50,0.0
6,51,0.0
6,52,0.0
6,53,0.0
6,54,0.0
6,55,0.0
6,56,0.0
6,57,0.0
6,58,0.0
6,59,0.0
6,60,0.0
6,61,0.0
6,62,0.0
6,63,0.0
6,64,0.0
6,65,0.0
6,66,0.0
6,67,0.0
6,68,0.0
6,69,0.0
6,70,0.0
7,0,0.043878793716430664
7,1,0.03599432297050953
7,2,0.023462966084480286
7,3,0.012531356886029243
7,4,0.0046113939024508
7,5,0.0010387971997261047
7,6,0.00021201148629188538
7,7,2.2330507636070252e-05
7,8,1.6993532578150432e-06
7,9,4.601829192217659e-08
7,10,2.66092164175851e-10
7,11,0.0
7,12,0.0
7,13,0.0
7,14,0.0
7,15,0.0
7,16,0.0
7,17,0.0
7,18,0.0
7,19,0.0
7,20,0.0
7,21,0.0
7,22,0.0
7,23,0.0
7,24,0.0
7,25,0.0
7,26,0.0
7,27,0.0
7,28,0.0
7,29,0.0
7,30,0.0
7,31,0.0
7,32,0.0
7,33,0.0
7,34,0.0
7,35,0.0
7,36,0.0
7,37,0.0
7,38,0.0
7,39,0.0
7,40,0.0
7,41,0.0
7,42,0.0
7,43,0.0
7,44,0.0
7,45,0.0
7,46,0.0
7,47,0.0
7,48,0.0
7,49,0.0
7,50,0.0
7,51,0.0
7,52,0.0
7,53,0.0
7,54,0.0
7,55,0.0
7,56,0.0
7,57,0.0
7,58,0.0
7,59,0.0
7,60,0.0
7,61,0.0
7,62,0.0
7,63,0.0
7,64,0.0
7,65,0.0
7,66,0.0
7,67,0.0
7,68,0.0
7,69,0.0
7,70,0.0
8,0,0.03856534603983164
8,1,0.032375846058130264
8,2,0.022218717883030575
8,3,0.012822220101952553
8,4,0.005333318607881665
8,5,0.0014930590987205505
8,6,0.00038312003016471863
8,7,6.116405129432678e-05
8,8,7.733508634070555e-06
8,9,4.828633630976958e-07
8,10,8.248857089451382e-09
8,11,4.268561800320943e-10
8,12,0.0
8,13,0.0
8,14,0.0
8,15,0.0
8,16,0.0
8,17,0.0
8,18,0.0
8,19,0.0
8,20,0.0
8,21,0.0
8,22,0.0
8,23,0.0
8,24,0.0
8,25,0.0
8,26,0.0
8,27,0.0
8,28,0.0
8,29,0.0
8,30,0.0
8,31,0.0
8,32,0.0
8,33,0.0
8,34,0.0
8,35,0.0
8,36,0.0
8,37,0.0
8,38,0.0
8,39,0.0
8,40,0.0
8,41,0.0
8,42,0.0
8,43,0.0
8,44,0.0
8,45,0.0
8,46,0.0
8,47,0.0
8,48,0.0
8,49,0.0
8,50,0.0
8,51,0.0
8,52,0.0
8,53,0.0
8,54,0.0
8,55,0.0
8,56,0.0
8,57,0.0
8,58,0.0
8,59,0.0
8,60,0.0
8,61,0.0
8,62,0.0
8,63,0.0
8,64,0.0
8,65,0.0
8,66,0.0
8,67,0.0
8,68,0.0
8,69,0.0
8,70,0.0
9,0,0.034399336436763406
9,1,0.029411432653432712
9,2,0.0210148673504591
9,3,0.012878429261036217
9,4,0.005889765598112717
9,5,0.0019321861410779612
9,6,0.0005856886971741914
9,7,0.0001225416432134807
9,8,2.1292216842994094e-05
9,9,2.148444764316082e-06
9,10,7.903872756287456e-08
9,11,6.281576740245025e-09
9,12,3.081582048360039e-11
9,13,6.614506921984933e-13
9,14,0.0
9,15,0.0
9,16,0.0
9,17,0.0
9,18,0.0
9,19,0.0
9,20,0.0
9,21,0.0
9,22,0.0
9,23,0.0
9,24,0.0
9,25,0.0
9,26,0.0
9,27,0.0
9,28,0.0
9,29,0.0
9,30,0.0
9,31,0.0
9,32,0.0
9,33,0.0
9,34,0.0
9,35,0.0
9,36,0.0
9,37,0.0
9,38,0.0
9,39,0.0
9,40,0.0
9,41,0.0
9,42,0.0
9,43,0.0
9,44,0.0
9,45,0.0
9,46,0.0
9,47,0.0
9,48,0.0
9,49,0.0
9,50,0.0
9,51,0.0
9,52,0.0
9,53,0.0
9,54,0.0
9,55,0.0
9,56,0.0
9,57,0.0
9,58,0.0
9,59,0.0
9,60,0.0
9,61,0.0
9,62,0.0
9,63,0.0
9,64,0.0
9,65,0.0
9,66,0.0
9,67,0.0
9,68,0.0
9,69,0.0
9,70,0.0
10,0,0.031045401134178974
10,1,0.026940224124700762
10,2,0.019884451139660086
10,3,0.012785504718522134
10,4,0.006308066003839485
10,5,0.002337140081051205
10,6,0.0008050185315369163
10,7,0.00020444617402972653
10,8,4.438510169772295e-05
10,9,6.153895810712129e-06
10,10,4.053043604861679e-07
10,11,4.129247423002703e-08
10,12,1.0469889008056592e-09
10,13,3.389934797517278e-11
10,14,4.134066826240583e-14
10,15,0.0
10,16,0.0
10,17,0.0
10,18,0.0
10,19,0.0
10,20,0.0
10,21,0.0
10,22,0.0
10,23,0.0
10,24,0.0
10,25,0.0
10,26,0.0
10,27,0.0
10,28,0.0
10,29,0.0
10,30,0.0
10,31,0.0
10,32,0.0
10,33,0.0
10,34,0.0
10,35,0.0
10,36,0.0
10,37,0.0
10,38,0.0
10,39,0.0
10,40,0.0
10,41,0.0
10,42,0.0
10,43,0.0
10,44,0.0
10,45,0.0
10,46,0.0
10,47,0.0
10,48,0.0
10,49,0.0
10,50,0.0
10,51,0.0
10,52,0.0
10,53,0.0
10,54,0.0
10,55,0.0
10,56,0.0
10,57,0.0
10,58,0.0
10,59,0.0
10,60,0.0
10,61,0.0
10,62,0.0
10,63,0.0
10,64,0.0
10,65,0.0
10,66,0.0
10,67,0.0
10,68,0.0
10,69,0.0
10,70,0.0
11,0,0.0282872353309358
11,1,0.02484955048169013
11,2,0.018838009283778472
11,3,0.012598755885733226
11,4,0.00661449361783184
11,5,0.0026994817849624398
11,6,0.0010293511381632924
11,7,0.00030291220230651563
11,8,7.771717217034772e-05
11,9,1.3562427772526194e-05
11,10,1.3309836463447157e-06
11,11,1.7327026726990073e-07
11,12,8.969055563605198e-09
11,13,5.130971203470835e-10
11,14,1.0402345651527867e-11
11,15,1.191004966607406e-13
11,16,2.0301221021717147e-15
11,17,0.0
11,18,0.0
11,19,0.0
11,20,0.0
11,21,0.0
11,22,0.0
11,23,0.0
11,24,0.0
11,25,0.0
11,26,0.0
11,27,0.0
11,28,0.0
11,29,0.0
11,30,0.0
11,31,0.0
11,32,0.0
11,33,0.0
11,34,0.0
11,35,0.0
11,36,0.0
11,37,0.0
11,38,0.0
11,39,0.0
11,40,0.0
11,41,0.0
11,42,0.0
11,43,0.0
11,44,0.0
11,45,0.0
11,46,0.0
11,47,0.0
11,48,0.0
11,49,0.0
11,50,0.0
11,51,0.0
11,52,0.0
11,53,0.0
11,54,0.0
11,55,0.0
11,56,0.0
11,57,0.0
11,58,0.0
11,59,0.0
11,60,0.0
11,61,0.0
11,62,0.0
11,63,0.0
11,64,0.0
11,65,0.0
11,66,0.0
11,67,0.0
11,68,0.0
11,69,0.0
11,70,0.0
12,0,0.025979075503585136
12,1,0.023058351038685032
12,2,0.01787571213856154
12,3,0.012354256651747164
12,4,0.006831722755658021
12,5,0.003017081033866426
12,6,0.0012501808414871363
12,7,0.0004133911385082456
12,8,0.00012091564977131004
12,9,2.517110089386546e-05
12,10,3.292303286376149e-06
12,11,5.273317032422003e-07
12,12,4.32433826263685e-08
12,13,3.5547351728837384e-09
12,14,1.2751593720333238e-10
12,15,2.9260826565968315e-12
12,16,1.4921397450962104e-13
12,17,1.2688263138573217e-16
12,18,0.0
12,19,0.0
12,20,0.0
12,21,0.0
12,22,0.0
12,23,0.0
12,24,0.0
12,25,0.0
12,26,0.0
12,27,0.0
12,28,0.0
12,29,0.0
12,30,0.0
12,31,0.0
12,32,0.0
12,33,0.0
12,34,0.0
12,35,0.0
12,36,0.0
12,37,0.0
12,38,0.0
12,39,0.0
12,40,0.0
12,41,0.0
12,42,0.0
12,43,0.0
12,44,0.0
12,45,0.0
12,46,0.0
12,47,0.0
12,48,0.0
12,49,0.0
12,50,0.0
12,51,0.0
12,52,0.0
12,53,0.0
12,54,0.0
12,55,0.0
12,56,0.0
12,57,0.0
12,58,0.0
12,59,0.0
12,60,0.0
12,61,0.0
12,62,0.0
12,63,0.0
12,64,0.0
12,65,0.0
12,66,0.0
12,67,0.0
12,68,0.0
12,69,0.0
12,70,0.0
13,0,0.02401911566529691
13,1,0.021506912241120446
13,2,0.01699311584483591
13,3,0.012075732947236517
13,4,0.006978413179021398
13,5,0.0032913005754618497
13,6,0.001461811291908477
13,7,0.0005315432990476987
13,8,0.00017289454517510627
13,9,4.142769197755606e-05
13,10,6.736527881555178e-06
13,11,1.2788780645589526e-06
13,12,1.4474174525602734e-07
13,13,1.5686747759343946e-08
13,14,8.610917029921501e-10
13,15,3.2348938342844726e-11
13,16,2.322150408470439e-12
13,17,1.0515398076092553e-14
13,18,4.202987164652378e-16
13,19,0.0
13,20,0.0
13,21,0.0
13,22,0.0
13,23,0.0
13,24,0.0
13,25,0.0
13,26,0.0
13,27,0.0
13,28,0.0
13,29,0.0
13,30,0.0
13,31,0.0
13,32,0.0
13,33,0.0
13,34,0.0
13,35,0.0
13,36,0.0
13,37,0.0
13,38,0.0
13,39,0.0
13,40,0.0
13,41,0.0
13,42,0.0
13,43,0.0
13,44,0.0
13,45,0.0
13,46,0.0
13,47,0.0
13,48,0.0
13,49,0.0
13,50,0.0
13,51,0.0
13,52,0.0
13,53,0.0
13,54,0.0
13,55,0.0
13,56,0.0
13,57,0.0
13,58,0.0
13,59,0.0
13,60,0.0
13,61,0.0
13,62,0.0
13,63,0.0
13,64,0.0
13,65,0.0
13,66,0.0
13,67,0.0
13,68,0.0
13,69,0.0
13,70,0.0
14,0,0.022334101173471232
14,1,0.020150322392065156
14,2,0.016183951461443136
14,3,0.011778889091615483
14,4,0.007069571820349056
14,5,0.003525267272871946
14,6,0.0016607257413415316
14,7,0.0006536106747197235
14,8,0.00023218908115794565
14,9,6.244340463231158e-05
14,10,1.2054570454780073e-05
14,11,2.6327255171765263e-06
14,12,3.7858250218560013e-07
14,13,5.1001989563466535e-08
14,14,3.9274351290081114e-09
14,15,2.2609678018703505e-10
14,16,1.906201981974728e-11
14,17,2.794639519798636e-13
14,18,1.4502288259166107e-14
14,19,2.6798486801296883e-17
14,20,4.956352788505163e-19
14,21,0.0
14,22,0.0
14,23,0.0
14,24,0.0
14,25,0.0
14,26,0.0
14,27,0.0
14,28,0.0
14,29,0.0
14,30,0.0
14,31,0.0
14,32,0.0
14,33,0.0
14,34,0.0
14,35,0.0
14,36,0.0
14,37,0.0
14,38,0.0
14,39,0.0
14,40,0.0
14,41,0.0
14,42,0.0
14,43,0.0
14,44,0.0
14,45,0.0
14,46,0.0
14,47,0.0
14,48,0.0
14,49,0.0
14,50,0.0
14,51,0.0
14,52,0.0
14,53,0.0
14,54,0.0
14,55,0.0
14,56,0.0
14,57,0.0
14,58,0.0
14,59,0.0
14,60,0.0
14,61,0.0
14,62,0.0
14,63,0.0
14,64,0.0
14,65,0.0
14,66,0.0
14,67,0.0
14,68,0.0
14,69,0.0
14,70,0.0
15,0,0.02086997676321034
15,1,0.018954178115025016
15,2,0.01544148096910324
15,3,0.011474152472032914
15,4,0.0071171336262696285
15,5,0.0037228549605649868
15,6,0.0018449981505709642
15,7,0.0007765356097619108
15,8,0.00029720531066686505
15,9,8.805430066057271e-05
15,10,1.9540378543782748e-05
15,11,4.798212245742985e-06
15,12,8.311239458224103e-07
15,13,1.3342192607896167e-07
15,14,1.3418780683207364e-08
15,15,1.0859631039159386e-09
15,16,1.0664083223248244e-10
15,17,3.1431891439813256e-12
15,18,1.8259008516461973e-13
15,19,2.662800535624399e-15
15,20,5.482965272283837e-17
15,21,1.4696962782581282e-18
15,22,0.0
15,23,0.0
15,24,0.0
15,25,0.0
15,26,0.0
15,27,0.0
15,28,0.0
15,29,0.0
15,30,0.0
15,31,0.0
15,32,0.0
15,33,0.0
15,34,0.0
15,35,0.0
15,36,0.0
15,37,0.0
15,38,0.0
15,39,0.0
15,40,0.0
15,41,0.0
15,42,0.0
15,43,0.0
15,44,0.0
15,45,0.0
15,46,0.0
15,47,0.0
15,48,0.0
15,49,0.0
15,50,0.0
15,51,0.0
15,52,0.0
15,53,0.0
15,54,0.0
15,55,0.0
15,56,0.0
15,57,0.0
15,58,0.0
15,59,0.0
15,60,0.0
15,61,0.0
15,62,0.0
15,63,0.0
15,64,0.0
15,65,0.0
15,66,0.0
15,67,0.0
15,68,0.0
15,69,0.0
15,70,0.0
16,0,0.019585984052192515
16,1,0.01789169477432119
16,2,0.01475914215390132
16,3,0.011168437859745951
16,4,0.00713054340635827
16,5,0.003888108941015801
16,6,0.002013814818238066
16,7,0.0008979443411092757
16,8,0.00036638369843755477
16,9,0.00011789765953283029
16,10,2.9375602584214185e-05
16,11,7.967415316253394e-06
16,12,1.6028847661197503e-06
16,13,2.972824453628234e-07
16,14,3.7006141678707055e-08
16,15,3.9068661882024625e-09
16,16,4.48210504406153e-10
16,17,2.0629895671217933e-11
16,18,1.3601446203205326e-12
16,19,4.173236229767584e-14
16,20,1.2301357849020533e-15
16,21,6.577493179745393e-17
16,22,9.912705577010326e-20
16,23,1.5058363506743116e-21
16,24,0.0
16,25,0.0
16,26,0.0
16,27,0.0
16,28,0.0
16,29,0.0
16,30,0.0
16,31,0.0
16,32,0.0
16,33,0.0
16,34,0.0
16,35,0.0
16,36,0.0
16,37,0.0
16,38,0.0
16,39,0.0
16,40,0.0
16,41,0.0
16,42,0.0
16,43,0.0
16,44,0.0
16,45,0.0
16,46,0.0
16,47,0.0
16,48,0.0
16,49,0.0
16,50,0.0
16,51,0.0
16,52,0.0
16,53,0.0
16,54,0.0
16,55,0.0
16,56,0.0
16,57,0.0
16,58,0.0
16,59,0.0
16,60,0.0
16,61,0.0
16,62,0.0
16,63,0.0
16,64,0.0
16,65,0.0
16,66,0.0
16,67,0.0
16,68,0.0
16,69,0.0
16,70,0.0
17,0,0.018450810236018727
17,1,0.016941716188936952
17,2,0.014130834956587011
17,3,0.010866297427395727
17,4,0.007117263912218232
17,5,0.004024936414562858
17,6,0.0021671116869900493
17,7,0.0010160688192031035
17,8,0.0004382940639641826
17,9,0.00015148431386907362
17,10,4.163252970714673e-05
17,11,1.2299783584929427e-05
17,12,2.799816016599505e-06
17,13,5.861933501737462e-07
17,14,8.681425987453178e-08
17,15,1.1313238982081222e-08
17,16,1.5030893870791018e-09
17,17,9.570816375502179e-11
17,18,7.278906128128517e-12
17,19,3.475400446281289e-13
17,20,1.4546287506615938e-14
17,21,1.0577100876828633e-15
17,22,4.851417506811031e-18
17,23,2.2079325491762097e-19
17,24,9.411477191714448e-23
17,25,0.0
17,26,0.0
17,27,0.0
17,28,0.0
17,29,0.0
17,30,0.0
17,31,0.0
17,32,0.0
17,33,0.0
17,34,0.0
17,35,0.0
17,36,0.0
17,37,0.0
17,38,0.0
17,39,0.0
17,40,0.0
17,41,0.0
17,42,0.0
17,43,0.0
17,44,0.0
17,45,0.0
17,46,0.0
17,47,0.0
17,48,0.0
17,49,0.0
17,50,0.0
17,51,0.0
17,52,0.0
17,53,0.0
17,54,0.0
17,55,0.0
17,56,0.0
17,57,0.0
17,58,0.0
17,59,0.0
17,60,0.0
17,61,0.0
17,62,0.0
17,63,0.0
17,64,0.0
17,65,0.0
17,66,0.0
17,67,0.0
17,68,0.0
17,69,0.0
17,70,0.0
18,0,0.017440001959199803
18,1,0.016087314826630287
18,2,0.01355102645306245
18,3,0.010570680570171378
18,4,0.007083193978953434
18,5,0.004136953542895246
18,6,0.0023053102462453736
18,7,0.0011296479776953666
18,8,0.0005116819757639434
18,9,0.00018825864678629936
18,10,5.628780581848054e-05
18,11,1.7913659722717932e-05
18,12,4.524911288565828e-06
18,13,1.050613908693268e-06
18,14,1.7975008001734017e-07
18,15,2.7780377078674735e-08
18,16,4.214364476308796e-09
18,17,3.455394716586784e-10
18,18,3.065971923285506e-11
18,19,1.996991075058965e-12
18,20,1.1180759591183563e-13
18,21,9.917189436670147e-15
18,22,1.0822133391253513e-16
18,23,6.402333824861098e-18
18,24,1.503483481376383e-20
18,25,3.680559830331186e-22
18,26,0.0
18,27,0.0
18,28,0.0
18,29,0.0
18,30,0.0
18,31,0.0
18,32,0.0
18,33,0.0
18,34,0.0
18,35,0.0
18,36,0.0
18,37,0.0
18,38,0.0
18,39,0.0
18,40,0.0
18,41,0.0
18,42,0.0
18,43,0.0
18,44,0.0
18,45,0.0
18,46,0.0
18,47,0.0
18,48,0.0
18,49,0.0
18,50,0.0
18,51,0.0
18,52,0.0
18,53,0.0
18,54,0.0
18,55,0.0
18,56,0.0
18,57,0.0
18,58,0.0
18,59,0.0
18,60,0.0
18,61,0.0
18,62,0.0
18,63,0.0
18,64,0.0
18,65,0.0
18,66,0.0
18,67,0.0
18,68,0.0
18,69,0.0
18,70,0.0
19,0,0.016534184682925574
19,1,0.015314788562559812
19,2,0.013014765371845703
19,3,0.010283442298679023
19,4,0.007033002781058505
19,5,0.004227422719687861
19,6,0.0024291304055571324
19,7,0.0012378295608663171
19,8,0.0005854835546077181
19,9,0.00022764418443169416
19,10,7.324103122978902e-05
19,11,2.488364795800447e-05
19,12,6.871354747781554e-06
19,13,1.7447576837140735e-06
19,14,3.3724416342277313e-07
19,15,6.002431886573542e-08
19,16,1.0244786613432286e-08
19,17,1.030607048357951e-09
19,18,1.065280476281802e-10
19,19,8.841726870869289e-12
19,20,6.302411796449342e-13
19,21,6.470633567872891e-14
19,22,1.2263584414737728e-15
19,23,8.67951043514936e-17
19,24,8.407313015299575e-19
19,25,2.3050766403144372e-20
19,26,2.453296646010931e-23
19,27,3.308722450212111e-25
19,28,0.0
19,29,0.0
19,30,0.0
19,31,0.0
19,32,0.0
19,33,0.0
19,34,0.0
19,35,0.0
19,36,0.0
19,37,0.0
19,38,0.0
19,39,0.0
19,40,0.0
19,41,0.0
19,42,0.0
19,43,0.0
19,44,0.0
19,45,0.0
19,46,0.0
19,47,0.0
19,48,0.0
19,49,0.0
19,50,0.0
19,51,0.0
19,52,0.0
19,53,0.0
19,54,0.0
19,55,0.0
19,56,0.0
19,57,0.0
19,58,0.0
19,59,0.0
19,60,0.0
19,61,0.0
19,62,0.0
19,63,0.0
19,64,0.0
19,65,0.0
19,66,0.0
19,67,0.0
19,68,0.0
19,69,0.0
19,70,0.0
20,0,0.015717809314206122
20,1,0.014612929294386647
20,2,0.012517653401473853
20,3,0.010005687316826375
20,4,0.006970393127821697
20,5,0.004299240253793054
20,6,0.002539460718995143
20,7,0.001340082064067506
20,8,0.0006588212427549732
20,9,0.0002690758342122454
20,10,9.233425884539411e-05
20,11,3.324224796039438e-05
20,12,9.917693821886532e-06
20,13,2.723388743206013e-06
20,14,5.844986708072347e-07
20,15,1.171861851497398e-07
20,16,2.220072581429399e-08
20,17,2.64640281391417e-09
20,18,3.1553262549364237e-10
20,19,3.194947046999127e-11
20,20,2.799635005885672e-12
20,21,3.235465874826674e-13
20,22,9.233521031577357e-15
20,23,7.436991047215967e-16
20,24,1.4817050106643022e-17
20,25,5.010117952738991e-19
20,26,5.345200768043882e-21
20,27,6.534726839168919e-23
20,28,1.4565571655825053e-24
20,29,0.0
20,30,0.0
20,31,0.0
20,32,0.0
20,33,0.0
20,34,0.0
20,35,0.0
20,36,0.0
20,37,0.0
20,38,0.0
20,39,0.0
20,40,0.0
20,41,0.0
20,42,0.0
20,43,0.0
20,44,0.0
20,45,0.0
20,46,0.0
20,47,0.0
20,48,0.0
20,49,0.0
20,50,0.0
20,51,0.0
20,52,0.0
20,53,0.0
20,54,0.0
20,55,0.0
20,56,0.0
20,57,0.0
20,58,0.0
20,59,0.0
20,60,0.0
20,61,0.0
20,62,0.0
20,63,0.0
20,64,0.0
20,65,0.0
20,66,0.0
20,67,0.0
20,68,0.0
20,69,0.0
20,70,0.0
21,0,0.014978252526746314
21,1,0.013972481437656942
21,2,0.012055797937445828
21,3,0.009738005263330901
21,4,0.006898307411734206
